Age,Sex,Education,Nationality,Religion,Political tendency (1 = Left-wing),R-PBS 1,R-PBS 2,R-PBS 3,R-PBS 4,R-PBS 5,R-PBS 6,R-PBS 7,R-PBS 8,R-PBS 9,R-PBS 10,R-PBS 11,R-PBS 12,R-PBS 13,R-PBS 14,R-PBS 15,R-PBS 16,R-PBS 17,R-PBS 18,R-PBS 19,R-PBS 20,R-PBS 21,R-PBS 22,R-PBS 23 (R) ,R-PBS 24,R-PBS 25,R-PBS 26,IAS-R-PBS 1 (R) ,IAS-R-PBS 2,IAS-R-PBS 3,IAS-R-PBS 4 (R) ,IAS-R-PBS 5 (R) ,IAS-R-PBS 6,GCBS 1,GCBS 2,GCBS 3,GCBS 4,GCBS 5,GCBS 6,GCBS 7,GCBS 8,GCBS 9,GCBS 10,GCBS 11,GCBS 12,GCBS 13,GCBS 14,GCBS 15,IAS-GCBS 1 (R) ,IAS-GCBS 2,IAS-GCBS 3,IAS-GCBS 4 (R) ,IAS-GCBS 5 (R) ,IAS-GCBS 6, PSEUDO 1, PSEUDO 2, PSEUDO 3, PSEUDO 4 (R) , PSEUDO 5, PSEUDO 6, PSEUDO 7 (R) , PSEUDO 8, PSEUDO 9, PSEUDO 10, PSEUDO 11 (R) , PSEUDO 12, PSEUDO 13, PSEUDO 14, PSEUDO 15, PSEUDO 16, PSEUDO 17, PSEUDO 18, PSEUDO 19, PSEUDO 20, PSEUDO 21, PSEUDO 22, PSEUDO 23, PSEUDO 24 (R) , PSEUDO 25 (R) , PSEUDO 26, PSEUDO 27 (R) , PSEUDO 28, PSEUDO 29, PSEUDO 30,IAS-PSEUDO 1 (R) ,IAS-PSEUDO 2,IAS-PSEUDO 3,IAS-PSEUDO 4 (R) ,IAS-PSEUDO 5 (R) ,IAS-PSEUDO 6,SIN-B
20,Male,University,Colombiano,Non-practicing religious,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,6,2,2,3,2,2,2,3,1,1,2,2,2,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,2,1,1,2,2,2,4,2,2,2,2,2,3,2,1,3,3,2,3,4,2,4,1,2,1,3,2,3,3,3,4,4,4,3,4,1,2,1,1,2,2,2,3
18,Female,Pre-university,venezolana,Agnostic,7,4,4,4,1,4,4,1,5,4,6,1,4,4,1,4,4,5,1,4,7,2,4,4,6,4,4,3,2,2,3,3,1,3,4,5,4,4,4,3,5,4,3,3,4,4,3,5,1,3,3,1,2,3,5,4,3,5,3,4,4,3,2,4,5,3,5,3,2,3,1,3,1,3,3,5,5,3,2,3,5,2,5,3,2,2,3,2,3,2,2
39,Female,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,7,1,1,1,1,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,2,2,2,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,2,1,1,3,1,1,2,2,2
21,Female,University,Colombiana,Agnostic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,1,1,3,1,2,3,2,2,5,5,4,3,1,1,1,1,1,1,1,1,1,2,2,1,4,4,2,1,4,2,1,1,5,1,1,5,1,1,3,5,1,2,1,1,1,1,1,1,1,1,2,1,5,5,1,5,1,1,1,2,3,3,1,1,3,2
19,Female,University,Colombia,Non-practicing religious,4,7,1,3,1,7,1,1,7,1,5,1,7,1,1,7,1,5,1,1,7,1,7,7,7,3,1,2,3,4,1,3,3,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,3,1,1,3,3,1,2,5,5,5,5,5,5,1,4,4,5,1,5,5,1,5,1,1,1,1,1,2,2,1,1,5,1,1,4,5,3,1,1,4,4,1,3
20,Female,University,Colombiana ,Non-practicing religious,4,5,4,3,1,2,1,1,1,1,1,1,2,1,1,7,1,1,1,1,7,1,3,7,1,1,1,2,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,2,3,4,4,3,5,2,2,2,1,4,4,4,2,4,2,1,3,1,1,1,1,1,1,2,4,1,1,5,3,2,1,1,2,2,2,2,3,3
24,Male,University,Colombiano,Non-practicing religious,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,3,1,5,4,4,4,4,4,2,2,1,4,2,3,3,3,4,2,1,1,3,3,1,5,4,2,2,3,4,3,2,1,4,4,1,2,3,1,5,1,1,1,1,2,3,1,1,5,4,5,1,1,3,2,1,1,3,3,1,4
28,Male,Pre-university,colombiano,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,3,1,1,3,3,2,4,4,4,3,4,2,1,1,1,2,1,4,4,5,4,3,2,1,3,3,2,4,3,3,1,4,2,2,1,1,1,5,1,5,3,1,4,1,1,1,2,1,2,1,2,5,1,5,3,5,1,3,2,1,3,3,2,2
21,Female,University,Colombiano,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,2,3,4,2,3,4,4,2,3,2,2,2,1,2,1,2,1,4,2,4,4,2,3,1,2,2,1,3,3,3,5,3,1,3,1,2,2,3,1,4,2,1,3,1,1,1,2,3,3,3,2,4,1,1,1,4,2,2,3,1,1,2,3,2
21,Male,Pre-university,Colombiano,Agnostic,4,4,5,4,1,3,5,2,2,4,3,1,2,2,1,3,3,2,1,1,6,5,4,6,5,4,5,3,2,2,3,3,1,4,5,4,4,4,4,3,3,3,4,2,3,4,3,4,2,3,2,2,3,2,4,4,3,5,3,2,4,1,2,3,2,3,4,3,2,2,1,2,1,2,1,2,4,3,2,2,4,3,2,1,1,3,2,2,2,2,3
31,Male,University,Peruano,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,3,2,2,2,4,3,3,3,2,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,1,1,1,5,1,1,5,1,3,1,2,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,1,1,2,2,3,3,1,1
21,Male,University,Colombiano,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,1,1,1,1,2,1,1,1,1,4,5,4,2,2,2,1,1,1,1,1,3,3,4,4,1,2,1,1,1,1,1,1,1,5,1,1,5,1,2,1,4,1,1,1,1,1,1,1,1,3,1,1,1,4,5,1,5,1,3,1,1,2,1,1,1,1,3
19,Male,Pre-university,Colombiano,Religious,3,4,4,4,1,4,4,3,5,2,5,4,2,1,2,7,3,5,1,6,6,2,5,4,5,4,5,2,1,1,3,3,2,5,4,4,4,4,3,2,2,3,3,2,3,4,3,4,1,1,1,3,3,1,3,4,3,3,2,5,3,4,4,4,4,2,2,3,1,3,3,4,1,2,2,2,3,5,4,3,5,2,5,3,1,3,3,3,3,1,3
19,Male,University,Colombiana ,Non-practicing religious,2,4,2,4,2,4,3,2,4,2,4,3,4,3,2,4,2,4,2,2,4,4,4,4,3,4,3,3,3,2,2,2,3,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,3,1,1,2,2,1,5,5,5,3,4,3,4,3,4,4,4,3,4,4,1,3,1,4,1,1,3,4,3,2,5,3,3,3,4,1,3,1,1,2,2,1,1
26,Male,University,Colombiano,Atheist,1,4,4,4,1,4,4,5,4,4,4,1,4,4,2,4,4,4,2,4,6,2,4,4,4,4,4,3,2,1,3,2,1,5,5,4,5,3,3,3,3,3,4,4,3,4,3,5,3,2,1,3,2,1,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1,4,2,3,1,3,3,1,1,1,4,3,3,2,4,2,3,2,1,3,2,1,1
36,Male,University,Paname¤o,Non-practicing religious,3,7,6,6,4,7,1,1,7,7,7,1,7,1,1,7,5,4,1,4,4,1,4,4,7,1,4,3,3,2,2,3,2,5,3,5,5,5,5,3,3,4,5,5,5,5,5,5,3,1,3,3,3,3,4,4,4,4,3,4,1,5,1,5,3,1,5,2,1,4,1,3,1,4,4,5,1,3,5,3,3,4,4,3,3,3,1,3,3,2,3
32,Female,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,5,1,1,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,2,2,2,1,1
21,Male,University,Colombiano,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,3,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,4,2,3,3,1,2,3,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1,1,1,2,1,1,2,2,3,2,3,3
50,Female,University,Espa¤ola,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,1,1,1,2,2,3,2,2,2,3,3,4,3,2,2,1,1,1,2,2,4,1,3,4,3,1,2,2,3,1,1,1,1,1,1,1,5,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,3,1,2,3,3,1,2,4,2
24,Male,University,Mexicano ,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,2,1,1,1,2,4,1,2,3,3,3,4,2,1,1,1,1,1,1,1,2,1,1,2,1,4,4,2,1,3,1,1,1,5,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,3,1,1,4,5,1,5,1,2,1,1,4,4,1,1,3,3
55,Female,University,espa¤ola,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,4,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,4,1,1,1,5,1,3,1,1,1,1,5,5,3,1,1,1,4,5,1,5,4,4,5,2,3,2,1,3,2,1
26,Male,University,El Salvador,Agnostic,5,4,3,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,7,1,1,1,1,4,1,2,2,2,2,1,1,3,3,3,3,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,4,2,3,3,3,5,1,1,1,1,2,1,5,2,3,3,1,2,2,1,1,2,2,3,1,4,5,3,1,2,3,1,3,1,1,3,4,1,3
21,Female,University,Boliviana ,Religious,7,4,3,7,1,5,5,3,7,5,7,1,2,3,1,7,5,6,1,1,3,2,7,6,6,5,2,2,1,1,3,3,1,5,3,5,5,2,3,2,3,4,4,4,5,5,5,5,2,1,1,2,2,1,5,4,3,1,2,2,5,2,3,1,5,2,2,3,4,2,1,2,1,4,1,3,1,2,4,3,2,2,3,1,2,2,2,2,2,1,3
48,Female,University,Espa¤ola,Atheist,5,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,2,2,3,3,2,1,1,1,2,3,3,1,1,1,2,3,2,2,1,2,3,2,2,2,3,2,3,2,1,5,1,2,5,1,2,2,5,2,3,1,3,1,1,1,1,1,2,3,1,5,4,1,1,3,1,1,3,2,2,2,3,2,2
36,Male,University,Mexicano,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,3,3,2,3,3,3,4,3,3,2,1,2,1,1,1,1,1,2,2,2,4,1,2,1,3,2,3,2,2,2,1,2,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,4,5,1,5,1,3,1,2,2,2,3,3,2,3
40,Male,Pre-university,No creo en la nacionalidad,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,3,1,1,4,3,2,2,2,2,2,2,1,1,1,2,2,1,3,2,1,1,2,1,1,4,4,3,1,2,1,1,1,1,5,1,1,1,4,1,1,1,2,2,1,1,3,3,1,1,2,2,3,1,5,1,3,1,3,1,1,4,4,2,1
22,Male,Pre-university,Colombiana ,Agnostic,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,4,1,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,3,1,3,3,1,3,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,1,1,1,4,1,4,1,3,4,1,1,1,1,4,4,2,2,3,3,1,3
37,Male,University,Paraguaya,Atheist,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,4,4,3,1,1,1,5,1,1,1,3,1,4,4,4,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,3,3,3,3,3,3,2
41,Male,University,Mexicana,Atheist,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,2,2,2,3,3,2,3,2,3,1,1,1,1,1,1,1,1,2,1,2,3,3,2,2,3,3,2,2,1,1,5,2,1,5,1,2,1,4,1,3,2,1,1,1,2,1,3,2,2,2,5,5,1,5,3,3,1,3,1,2,3,3,2,3
22,Male,University,Colombiano,Atheist,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,2,1,1,1,3,2,1,2,3,2,5,4,5,3,2,2,2,2,2,1,1,3,2,2,2,2,2,3,2,3,2,3,2,2,4,2,1,4,1,2,1,4,3,2,2,1,1,1,1,1,3,2,3,1,1,4,1,5,2,5,1,3,3,2,4,4,2,1
38,Male,Pre-university,Espa¤ol,Agnostic,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,7,1,1,6,1,1,1,2,2,1,3,3,2,2,1,2,2,2,3,1,1,1,2,1,2,2,2,2,2,1,1,3,3,2,1,1,2,1,1,1,5,1,2,3,5,1,1,2,1,2,5,1,1,4,2,2,2,5,5,1,5,2,2,1,1,3,2,2,2,3,2
30,Male,University,Colombiano,Non-practicing religious,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,5,4,4,3,2,2,1,1,1,2,1,4,4,3,4,1,3,2,1,3,2,3,3,3,4,2,2,2,1,1,4,4,2,3,3,2,3,1,1,2,3,2,3,1,2,3,1,1,1,4,2,1,2,2,1,2,2,1
23,Male,University,Mexicana,Atheist,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,3,2,2,3,3,1,2,3,4,3,2,2,1,1,1,1,1,1,1,1,4,2,4,3,2,2,1,3,1,1,5,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,2,1,3,1,5,5,1,5,4,3,1,4,3,2,2,3,1,3
32,Male,University,Chileno,Non-practicing religious,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,5,1,1,4,1,1,2,2,3,2,3,3,2,2,3,3,4,2,2,1,1,1,1,2,2,1,1,3,3,2,2,3,3,2,2,3,1,5,3,3,4,1,2,1,3,1,4,1,1,2,1,1,1,1,2,3,4,4,5,1,5,1,3,1,2,2,2,3,2,3,1
22,Female,University,Colombiana,Atheist,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,2,1,1,2,3,3,2,2,3,2,5,4,5,1,1,1,1,2,1,3,1,1,1,2,4,1,3,3,2,1,3,1,1,2,5,3,1,3,1,1,1,3,1,3,4,1,1,1,1,1,1,1,5,1,3,5,1,1,3,4,1,1,4,4,2,2,3,3
37,Male,University,Espa¤a ,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,2,2,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,3,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,2,2,2,3,3,3,1
21,Female,Pre-university,Colombia,Non-practicing religious,5,6,1,2,1,1,1,1,1,1,1,1,1,7,1,4,1,1,1,4,7,1,3,7,1,1,1,3,1,1,3,3,1,5,5,5,4,4,3,4,4,4,4,3,4,4,5,4,3,3,1,3,3,1,3,3,3,4,3,4,3,2,5,5,3,2,5,3,1,4,1,2,1,2,1,3,1,4,4,4,1,4,5,4,3,1,1,3,3,1,2
25,Male,University,Argentina,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,3,3,2,1,3,4,3,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,1,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,5,5,1,5,1,4,1,1,4,2,4,2,3,3
22,Male,Pre-university,Colombiana,Non-practicing religious,5,4,3,2,1,3,4,2,1,1,1,2,3,1,3,5,2,4,1,2,6,2,4,4,3,1,1,3,1,2,3,3,1,5,3,3,3,4,4,1,3,2,4,3,3,5,3,4,3,3,1,3,2,3,4,3,5,3,5,4,3,3,4,4,5,2,4,4,5,5,3,3,1,4,4,3,4,4,5,5,1,3,3,2,3,3,1,3,2,3,4
48,Male,Pre-university,espa¤ola,Atheist,2,4,4,4,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,4,7,4,1,4,1,1,4,3,2,1,3,3,2,5,5,5,4,5,5,3,3,3,4,5,4,5,5,5,1,1,2,1,2,3,5,3,3,2,4,4,3,1,3,1,4,3,3,3,1,3,2,3,5,3,3,3,3,1,4,3,2,4,4,2,3,1,1,2,3,2,1
21,Male,Pre-university,Colombiano ,Atheist,4,7,4,7,1,7,4,2,1,4,7,4,7,4,3,1,4,7,5,7,7,4,1,4,7,5,4,2,3,2,3,2,1,4,5,5,4,3,5,5,5,5,3,5,5,5,5,5,2,3,2,2,1,1,5,5,3,2,5,5,3,2,2,4,1,4,5,5,1,3,1,3,1,2,3,4,5,5,1,5,3,3,5,1,3,2,1,3,2,1,1
41,Female,Pre-university,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,4,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,4,4,1,1,5,1,1,1,1,5,1,1,1,5,1,3,1,1,1,1,1,1,3,1,1,1,5,5,1,5,1,1,1,2,1,1,4,4,1,2
27,Male,University,Chileno,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,2,2,1,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,1,4,5,1,5,1,1,1,1,2,1,2,4,1,1
17,Male,Pre-university,Venezolana,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,3,2,1,3,2,2,1,1,1,1,1,1,1,1,3,1,1,4,1,4,3,1,1,3,1,3,3,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,3,3,1,5,5,1,5,1,3,1,1,4,3,1,1,4,2
16,Male,Pre-university,Mexicano ,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,2,3,2,2,2,2,3,3,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3,3,3,3,3,1,5,3,1,5,1,3,1,5,1,4,1,1,1,1,1,1,1,1,2,1,4,5,1,5,2,3,1,3,3,2,2,1,3,4
39,Male,Pre-university,Rumana,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,3,1,1,3,3,1,2,2,2,1,2,2,1,2,1,2,3,2,2,2,2,3,2,1,3,3,1,1,1,1,5,1,1,4,1,2,1,5,1,1,1,2,1,1,1,1,1,1,2,2,4,5,1,5,2,2,1,3,2,1,3,3,1,1
16,Male,Pre-university,Venezolano,Atheist,1,2,6,6,1,6,1,4,1,2,3,1,4,1,3,1,6,4,1,1,7,4,1,7,5,5,5,2,4,3,1,3,2,5,3,4,3,3,4,4,4,4,1,3,3,2,4,5,2,2,3,1,2,3,4,4,4,5,3,4,5,4,2,2,5,3,4,4,2,3,1,2,1,2,4,5,1,3,5,5,5,2,3,2,3,1,1,2,4,2,1
18,Male,University,Argentina,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,2,3,2,2,4,4,5,4,3,2,2,1,2,1,2,1,3,2,3,4,1,3,3,2,1,4,3,3,3,5,2,3,4,1,3,1,4,2,4,2,2,3,1,1,1,2,3,3,2,4,5,1,5,1,3,1,1,4,3,1,1,3,2
26,Male,University,Peruana,Atheist,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,2,2,3,2,2,2,2,4,3,4,2,2,2,2,2,2,1,4,4,2,5,2,3,1,3,2,3,2,3,2,5,3,3,4,1,2,1,4,1,3,2,1,3,1,2,1,2,3,3,1,4,4,1,5,1,3,1,1,2,2,2,3,3,2
35,Female,Pre-university,Argentina,Atheist,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,3,1,1,3,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,4,4,3,4,3,3,3,1,1,1,5,1,3,1,1,3,1,1,1,3,1,3,2,4,5,1,5,3,3,1,3,1,1,3,3,1,1
60,Male,University,Mexicana,Agnostic,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,7,1,1,1,1,3,1,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,4,3,1,3,1,1,4,1,1,2,1,2,1,4,1,2,1,1,1,1,1,1,3,1,3,1,4,5,1,5,1,3,1,1,3,1,4,3,1,2
23,Male,University,Arg,Agnostic,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,2,3,2,3,2,2,3,3,3,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,3,2,5,3,1,4,1,1,4,4,1,3,2,2,3,1,1,1,3,1,3,2,3,4,1,5,1,3,1,1,2,1,2,1,2,1
42,Male,University,Mexicano,Atheist,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,2,2,4,3,2,4,2,3,3,2,2,1,1,1,2,2,4,1,3,3,1,2,2,3,3,2,3,5,3,5,2,1,5,1,1,1,5,1,4,1,1,1,1,1,1,3,1,1,1,2,1,1,5,1,3,1,1,2,1,4,3,2,1
25,Male,Pre-university,Dominicano,Atheist,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6,1,1,1,2,2,1,3,2,3,2,1,4,3,5,2,1,1,1,1,1,4,1,1,2,3,2,3,2,3,3,2,2,2,1,3,2,1,1,2,1,4,1,1,1,1,3,1,1,1,2,1,1,1,5,5,1,5,1,2,1,3,3,3,4,1,3,1
23,Male,University,Colombia,Atheist,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,2,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,1,1,1,5,1,1,5,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,5,1,1,1,1,2,3,1,2,1,1
22,Male,University,Argentino,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,1,3,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,2,1,1,1,5,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,3,1,3,1,5,5,1,5,1,3,1,2,3,3,1,1,2,1
23,Male,University,Ecuatoriana,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,3,2,1,4,2,3,5,5,4,3,3,3,1,2,1,2,2,3,1,2,5,3,1,1,3,3,2,1,4,3,5,1,1,5,1,3,1,2,1,3,3,1,2,2,1,1,3,3,3,1,4,3,1,5,1,3,1,4,1,1,3,3,3,3
28,Male,University,argentino,Agnostic,4,4,1,1,1,1,3,1,4,1,1,1,1,4,1,4,1,1,1,4,7,1,4,3,1,1,1,3,2,2,3,3,2,1,4,2,2,3,2,3,2,3,2,3,2,3,2,1,2,2,3,3,2,1,2,3,1,5,3,1,3,1,4,3,3,1,4,2,1,3,1,1,1,4,3,3,3,3,2,3,4,1,4,1,3,2,2,3,2,1,2
26,Male,Pre-university,Argentina,Agnostic,4,2,1,1,1,2,1,1,1,1,4,1,2,1,1,2,1,2,1,1,6,1,1,3,4,1,3,2,3,3,4,2,4,4,4,3,3,4,3,2,2,2,2,2,4,4,4,4,2,3,3,4,2,4,1,3,3,5,1,2,4,1,2,4,4,1,3,4,1,3,1,2,1,3,2,3,3,4,4,2,5,2,3,1,1,4,3,4,2,4,2
19,Male,Pre-university,Argentino,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,7,1,1,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,5,5,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,2,5,5,1,5,1,1,1,2,2,1,3,3,1,2
19,Female,Pre-university,Colombiana,Non-practicing religious,7,5,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,5,2,2,2,2,2,2,3,2,2,3,3,2,3,3,4,4,4,3,2,2,2,2,3,4,3,3,2,3,2,2,3,3,2,2,3,3,2,4,4,3,2,2,3,4,3,3,3,4,3,1,3,1,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,3
30,Female,University,Espa¤ola,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,1,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,2,1,1,1,2,2,3
56,Male,Pre-university,ESPA¥OLA,Atheist,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,3,1,1,2,1,1,3,1,1,1,1,1,1,1,3,1,5,3,1,1,2,3,1,1,3,1,3,3,5,1,1,5,1,2,1,5,1,3,1,1,1,1,1,1,4,1,1,1,5,5,1,5,4,1,1,1,2,3,2,2,3,2
38,Male,University,Chileno,Atheist,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,2,3,3,4,2,3,2,3,3,2,3,2,1,1,1,2,1,2,2,2,2,1,1,3,1,1,3,4,4,1,5,1,1,3,1,1,1,4,1,4,1,1,3,1,1,1,1,1,1,1,4,5,1,5,2,2,1,1,4,1,4,2,3,3
