Control item (Have you answered this questionnaire randomly?) 1 = No; 5 = Yes,Age,Sex,Education,Nationality,Religion,Political tendency (1 = Left-wing), PSEUDO 1, PSEUDO 2, PSEUDO 3, PSEUDO 4 (R) , PSEUDO 5, PSEUDO 6, PSEUDO 7 (R) , PSEUDO 8, PSEUDO 9, PSEUDO 10, PSEUDO 11 (R) , PSEUDO 12, PSEUDO 13, PSEUDO 14, PSEUDO 15, PSEUDO 16, PSEUDO 17, PSEUDO 18, PSEUDO 19, PSEUDO 20, PSEUDO 21, PSEUDO 22, PSEUDO 23, PSEUDO 24 (R) , PSEUDO 25 (R) , PSEUDO 26, PSEUDO 27 (R) , PSEUDO 28, PSEUDO 29, PSEUDO 30, PITS-PSEUDO 1, PITS-PSEUDO 2, PITS-PSEUDO 3, PITS-PSEUDO 4, PITS-PSEUDO 5, PITS-PSEUDO 6, PITS-PSEUDO 7, PITS-PSEUDO 8, PITS-PSEUDO 9, PITS-PSEUDO 10, IAS-PSEUDO 1 (R) , IAS-PSEUDO 2, IAS-PSEUDO 3, IAS-PSEUDO 4 (R) , IAS-PSEUDO 5 (R) , IAS-PSEUDO 6, GIS-PSEUDO 1, GIS-PSEUDO 2, GIS-PSEUDO 3 (R) , GIS-PSEUDO 4 (R) , GIS-PSEUDO 5, GIS-PSEUDO 6 (R) , GIS-PSEUDO 7, GIS-PSEUDO 8 (R) , GIS-PSEUDO 9, GIS-PSEUDO 10 (R) , GIS-PSEUDO 11 (R) , GIS-PSEUDO 12,SDQ-PSEUDO 1 (R),SDQ-PSEUDO 2,SDQ-PSEUDO 3,SDQ-PSEUDO 4 (R),SDQ-PSEUDO 5,SDQ-PSEUDO 6 (R),SDQ-PSEUDO 7,SDQ-PSEUDO 8,SDQ-PSEUDO 9
1,69,Male,University,Argentina,Agnostic,4,1,4,2,5,1,1,5,1,2,1,5,1,2,1,3,1,2,1,2,1,1,1,1,5,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,6,6,2,6,1,1,6,1,7,7,4,7,1,7,7,7
1,34,Male,University,Mexicano,Agnostic,5,1,1,1,5,2,1,3,1,1,1,3,1,4,2,1,2,1,4,1,1,3,2,3,5,4,2,5,3,3,2,3,3,3,3,5,3,3,3,3,3,4,1,3,4,2,1,3,4,3,4,2,5,1,3,3,1,3,3,4,4,5,4,4,4,4,4,5
1,39,Male,University,Española,Agnostic,3,3,3,1,5,1,1,5,1,1,1,5,1,1,1,1,2,1,1,1,3,3,2,1,4,5,1,5,2,2,1,5,5,5,5,5,3,5,2,4,2,1,4,3,1,1,3,3,3,3,4,3,3,4,2,4,3,3,5,2,6,6,3,6,3,5,4,4
1,40,Male,Pre-University,Argentino,Atheist,1,1,2,2,5,1,1,5,1,2,1,5,1,5,2,1,3,1,1,1,2,1,1,1,4,5,1,5,1,2,1,4,5,4,4,4,3,5,3,3,3,2,1,1,4,3,2,5,3,2,2,2,4,4,4,4,2,2,3,1,7,5,3,7,2,5,7,6
1,28,Male,University,Española,Atheist,2,1,4,1,5,4,1,5,1,1,1,5,1,5,1,1,1,1,3,1,1,1,2,1,5,5,1,5,2,5,1,5,5,4,5,5,3,5,3,4,3,4,1,2,4,3,2,3,4,4,1,4,4,5,1,4,1,1,4,3,5,5,4,5,3,5,5,6
1,43,Male,University,Española,Atheist,3,2,1,3,5,2,1,5,1,2,1,5,1,3,1,2,3,1,2,2,3,2,3,1,5,5,1,5,2,2,1,4,5,4,3,4,3,5,4,4,3,2,3,3,2,2,2,4,4,2,3,4,2,4,3,4,3,2,5,1,6,7,2,7,2,6,7,6
1,56,Male,University,Mexicano ,Atheist,5,1,5,1,5,1,1,5,1,1,1,5,2,3,1,1,1,2,3,1,4,1,1,1,5,5,1,1,1,4,1,5,5,5,5,5,5,4,1,5,5,1,3,1,3,1,3,4,4,3,3,4,3,4,5,5,3,4,5,2,4,5,3,6,4,5,4,5
1,24,Male,University,Mexicana ,Atheist,1,5,3,2,4,3,3,2,1,2,4,5,4,5,4,1,3,1,3,1,3,4,5,1,1,5,2,4,3,5,1,2,2,3,2,4,4,4,2,3,2,2,3,2,3,2,2,6,6,4,3,1,1,3,6,6,1,1,6,4,4,4,5,4,4,6,6,4
1,50,Female,University,española,Atheist,1,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,2,1,1,1,2,1,1,1,5,5,1,5,1,2,1,4,5,3,5,4,3,4,3,4,3,1,2,2,2,2,3,4,4,2,2,3,1,4,5,5,2,1,5,1,6,2,4,6,2,6,7,6
1,26,Male,University,España,Atheist,4,1,1,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1,5,1,1,1,5,5,5,5,5,3,5,3,3,3,1,3,2,3,3,2,5,5,2,3,5,2,4,2,5,1,1,5,1,6,6,2,7,1,7,7,7
1,27,Male,University,Española,Agnostic,2,1,2,4,5,2,1,4,1,2,1,4,1,3,3,1,2,1,2,1,1,1,3,1,2,4,2,5,3,4,2,4,4,4,3,4,2,5,4,4,2,3,2,2,4,3,3,5,4,3,2,4,2,5,3,5,1,3,4,2,5,4,3,5,4,5,3,4
1,39,Female,University,Española,Atheist,3,1,1,1,5,1,1,5,1,2,3,5,1,3,1,1,2,1,1,1,2,1,1,1,4,5,1,5,1,2,1,4,5,5,5,4,3,4,4,3,3,1,1,1,4,3,3,4,4,3,3,3,4,4,4,4,3,3,4,1,7,7,3,7,3,6,6,7
1,46,Female,University,Española,Atheist,1,1,3,1,5,1,1,5,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,5,3,1,1,5,5,1,5,5,5,5,5,5,5,1,4,2,4,1,3,5,4,1,2,3,1,4,1,6,5,4,6,4,7,5,4,7,1,6,7,7
1,45,Female,University,Española,Atheist,2,1,2,2,5,2,1,5,1,1,2,5,1,4,2,3,2,1,3,1,3,1,2,1,3,5,1,5,4,5,1,4,4,4,3,3,3,3,3,3,3,3,2,2,4,2,2,4,4,4,4,4,4,4,4,3,1,1,5,3,3,3,2,5,3,3,3,5
1,61,Male,University,español,Agnostic,3,1,1,1,1,1,1,4,1,2,1,5,1,5,1,1,2,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,5,5,5,4,5,5,1,4,1,1,3,2,6,6,1,1,4,1,3,4,6,1,1,6,1,7,7,4,7,1,7,7,7
1,34,Male,University,Peruano,Atheist,6,1,1,2,5,1,1,5,1,3,1,5,1,4,2,1,3,1,1,1,2,1,1,1,4,5,1,5,4,2,1,4,5,5,5,5,5,5,5,4,3,1,4,3,1,1,2,4,4,1,1,5,2,5,2,4,3,1,6,1,6,1,2,5,2,7,7,7
1,39,Male,Pre-University,Española,Atheist,4,1,1,1,1,1,1,5,1,1,1,5,1,2,1,2,3,1,1,1,1,2,3,1,5,5,1,5,1,2,1,4,5,4,5,5,4,4,5,5,5,1,4,2,1,2,2,3,4,3,1,3,2,6,1,3,3,2,4,2,5,5,4,7,4,6,6,5
1,25,Male,University,Colombiano,Atheist,3,1,1,1,5,1,1,5,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,2,3,5,1,5,1,3,1,5,4,4,4,4,1,1,1,1,3,2,1,1,4,3,4,3,3,1,6,1,4,6,6,4,6,1,6,1,7,5,5,7,1,7,7,7
1,42,Male,University,España,Non-practicing religious,5,2,2,3,5,2,2,4,2,2,2,5,2,3,2,2,3,1,2,1,3,2,2,1,4,5,2,5,2,3,1,4,5,4,4,4,4,4,4,4,4,3,4,2,3,4,2,4,3,4,3,3,3,2,4,3,3,3,3,1,4,6,1,5,2,6,6,5
1,60,Female,University,uruguaya,Atheist,4,1,2,1,1,1,1,5,1,2,1,5,1,3,1,1,1,1,1,1,2,1,1,1,5,5,1,5,3,2,1,5,4,4,4,5,4,5,3,4,2,2,1,1,3,2,1,4,6,1,1,3,3,1,5,5,1,1,5,1,6,7,1,6,4,7,7,7
1,50,Female,University,española,Agnostic,3,4,3,4,3,4,4,1,3,3,4,4,4,4,4,1,4,2,3,1,4,3,3,1,3,4,3,2,2,5,2,5,4,5,4,3,4,4,4,4,5,3,3,4,3,2,1,5,5,2,1,5,5,5,5,6,4,1,4,2,6,6,2,6,3,7,4,5
1,44,Female,University,mexicana,Atheist,5,2,1,1,5,1,1,2,1,3,1,4,1,4,1,1,2,2,2,1,1,1,1,1,4,5,1,5,1,3,1,4,5,4,4,5,2,4,3,3,3,1,2,1,2,2,3,4,4,3,3,5,2,4,2,4,2,2,5,3,4,3,3,5,4,3,5,6
2,36,Male,Pre-University,Mexicana,Atheist,5,4,2,1,5,1,1,5,1,4,1,4,1,5,1,1,1,1,4,5,2,1,1,2,5,5,5,5,2,4,1,5,5,5,5,5,2,5,5,5,4,1,1,1,3,3,1,5,3,6,2,4,4,3,4,4,2,4,4,1,7,7,1,7,1,7,7,6
1,48,Male,Pre-University,Español,Atheist,3,1,1,1,5,1,1,5,1,1,1,5,1,2,1,1,2,1,1,5,1,1,3,1,3,3,1,5,1,3,1,3,5,2,1,5,5,1,1,5,3,4,3,3,3,2,1,1,4,2,1,2,4,1,2,6,1,1,6,4,5,6,1,6,5,7,7,7
1,39,Male,University,Paraguaya,Atheist,8,1,1,1,5,1,1,5,1,2,1,5,1,3,1,1,1,1,1,2,3,1,1,1,5,5,2,5,1,4,1,3,3,4,3,4,4,2,2,2,2,1,2,1,3,2,3,3,3,4,4,2,5,3,5,3,1,2,5,1,7,5,4,7,3,4,4,5
5,52,Female,University,Mexicaba,Non-practicing religious,4,2,3,3,2,4,3,2,2,3,3,5,4,4,3,1,4,4,4,1,1,1,5,1,3,5,4,4,4,4,1,2,2,1,1,4,1,2,1,1,1,3,2,2,3,3,3,3,3,1,3,1,4,4,6,3,2,2,4,4,4,4,2,4,4,4,4,4
1,31,Female,University,Española,Atheist,2,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,2,5,5,1,5,1,1,1,5,5,2,5,5,4,5,3,3,3,1,3,1,3,2,3,2,1,2,2,1,1,1,2,2,2,1,2,1,7,7,1,7,1,7,7,7
1,52,Female,University,Espanyola,Atheist,3,1,1,1,5,1,1,5,1,1,1,5,1,1,1,2,1,5,1,1,1,1,1,1,5,4,1,5,3,1,1,5,5,4,5,5,2,2,3,2,2,2,3,2,3,2,2,4,4,2,2,5,1,5,3,5,4,2,5,2,4,5,6,5,3,5,6,4
1,37,Male,University,Argentino,Agnostic,5,1,1,2,5,1,1,5,1,2,1,5,1,1,2,1,1,2,1,2,1,1,1,1,4,4,1,5,1,3,1,3,1,1,1,1,1,1,1,3,1,3,2,1,3,3,1,4,2,4,4,6,1,5,1,6,2,2,5,1,7,7,1,7,1,7,1,7
1,53,Male,Pre-University,Española,Agnostic,1,5,4,3,4,4,5,1,4,3,3,5,4,5,5,1,3,1,4,1,3,3,3,1,1,5,4,1,1,5,3,5,1,5,1,1,1,5,5,5,1,2,1,1,4,3,2,6,6,1,1,6,1,4,1,6,1,1,6,3,6,2,5,5,5,2,3,3
1,68,Male,Pre-University,Española,Non-practicing religious,5,4,4,4,2,2,5,2,4,3,5,5,4,3,5,2,4,1,5,1,1,1,3,2,3,5,3,4,4,5,2,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,1,4,4,1,2,3,2,5,4,4,2,2,5,3,6,6,3,6,4,6,6,4
1,27,Male,University,Española,Atheist,3,2,3,1,4,1,1,5,1,1,1,5,1,3,1,1,1,1,1,4,2,1,2,1,5,5,1,5,4,2,1,4,5,1,4,5,2,1,2,3,3,1,2,1,3,2,1,5,3,1,4,3,1,5,4,5,1,1,5,1,6,6,2,7,3,6,7,5
1,65,Female,University,Italiana,Agnostic,3,5,1,2,3,5,1,2,1,3,1,5,4,4,3,1,1,1,1,4,5,1,3,1,3,2,1,2,4,4,1,1,2,3,1,1,1,3,2,2,1,2,2,1,2,2,3,3,4,2,3,3,3,1,2,3,3,3,4,1,4,4,5,6,4,4,4,6
1,52,Male,University,Española,Atheist,2,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,3,1,1,1,4,1,1,2,5,5,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,1,2,1,4,3,2,6,6,5,1,5,2,6,4,5,1,1,6,1,5,4,2,7,3,6,7,7
1,28,Male,University,Chilena,Agnostic,2,1,3,1,5,1,1,4,1,1,2,4,1,4,2,1,2,1,1,1,2,2,2,1,4,5,1,5,3,1,1,4,5,4,4,4,3,4,2,3,2,1,4,4,1,1,3,4,4,2,4,2,5,5,5,5,2,2,5,2,5,4,5,6,3,3,6,6
1,31,Male,University,Chileno,Atheist,4,1,1,1,5,1,1,5,1,2,1,2,1,2,1,1,1,2,1,2,2,1,5,3,2,5,1,5,1,3,1,5,5,5,5,5,5,5,5,5,5,1,4,3,3,1,3,4,3,2,4,3,5,5,4,5,3,1,6,1,7,7,4,7,1,7,7,7
1,62,Male,University,argentina y húngara,Atheist,6,1,1,1,5,1,1,5,1,2,1,5,1,3,1,1,2,1,1,1,1,1,2,1,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,3,1,4,4,1,5,6,1,1,6,2,5,2,6,2,1,6,1,7,7,1,7,1,7,7,7
1,46,Male,Pre-University,Española,Atheist,2,1,1,1,5,1,1,5,5,1,1,5,1,1,1,1,1,1,1,1,3,1,3,1,5,4,1,5,1,1,1,5,5,5,5,5,3,5,3,5,4,2,3,3,2,2,2,4,2,2,2,1,5,2,3,5,5,1,6,1,7,7,1,7,1,7,7,7
1,30,Male,University,española,Atheist,1,3,2,1,5,1,1,5,1,1,1,5,1,4,5,1,3,3,1,1,3,1,1,1,4,5,1,5,1,2,1,4,4,4,4,5,4,5,3,3,2,2,4,3,2,1,3,4,4,2,3,4,4,4,2,5,3,2,5,1,6,6,4,7,3,5,5,5
1,63,Female,University,uruguayo,Agnostic,5,4,4,4,4,2,3,3,3,3,4,5,3,4,4,3,4,1,4,1,3,1,4,1,4,4,3,2,4,4,1,3,3,4,4,4,3,3,4,4,1,1,2,1,1,2,1,2,1,1,2,1,6,1,6,1,2,6,1,1,4,6,6,4,4,5,5,5
1,38,Male,University,Español,Atheist,3,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,4,4,3,3,4,3,4,2,3,2,3,2,2,3,2,2,4,4,3,5,2,5,3,3,3,2,4,4,3,5,5,5,3,3,5,3,4
2,35,Male,Pre-University,mexico,Atheist,2,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,5,1,4,4,4,1,1,2,2,2,3,2,6,6,4,6,4,5,6,2,6,6,5,6,1,5,7,1,7,3,6,6,5
2,23,Male,University,España,Atheist,4,3,2,3,5,1,2,5,1,1,1,5,2,2,1,1,1,1,1,5,1,1,3,3,5,5,2,5,4,1,1,4,5,4,5,5,4,5,5,4,4,1,3,2,2,1,3,6,4,2,2,5,2,4,3,6,1,3,6,2,4,5,2,7,3,6,2,6
1,31,Male,University,Española,Agnostic,3,1,1,1,5,2,1,5,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,1,4,1,4,1,4,5,5,5,2,2,2,5,5,5,2,2,5,1,7,7,1,7,1,7,7,7
1,39,Male,Pre-University,España,Agnostic,3,1,2,1,5,2,1,2,1,1,1,5,1,2,1,1,2,1,2,1,2,1,1,1,4,4,1,5,2,2,1,4,5,4,3,4,3,3,4,4,3,1,3,2,2,1,3,3,2,3,4,2,5,2,5,4,3,2,4,2,6,5,4,6,3,5,6,6
1,37,Male,University,Española,Religious,5,2,2,3,5,2,1,3,1,2,2,5,1,4,3,2,2,1,2,2,2,2,2,3,4,4,1,4,2,2,1,4,4,3,3,4,2,4,3,4,3,2,2,2,2,2,3,4,4,4,3,3,3,4,3,4,2,2,4,3,4,5,4,7,3,5,6,6
5,50,Male,University,Española,Atheist,3,1,1,1,5,2,1,5,1,1,1,5,1,3,1,2,1,5,1,1,4,3,3,1,4,5,1,5,2,4,1,5,4,3,4,4,4,4,3,4,4,1,4,3,1,1,4,4,5,3,3,3,2,4,3,5,5,3,5,2,6,6,2,6,2,6,6,6
2,33,Male,University,Española,Agnostic,9,1,2,1,4,2,1,4,1,2,2,3,1,3,3,3,2,2,2,2,2,1,2,4,4,4,2,4,2,3,1,3,3,2,3,4,2,3,2,4,2,2,2,1,3,2,1,2,2,3,4,2,5,2,5,3,2,2,3,2,5,6,5,5,3,5,5,4
1,30,Male,University,Española,Atheist,3,1,3,1,5,3,1,5,1,2,1,4,1,4,2,1,3,1,3,1,2,2,1,1,5,4,1,5,2,2,1,4,4,4,4,4,2,2,2,3,2,1,4,2,3,2,3,3,3,3,4,5,3,3,3,5,2,5,5,4,4,4,5,7,4,4,6,5
1,26,Male,University,España,Atheist,7,1,1,1,5,4,1,4,2,2,1,5,1,4,1,1,3,1,3,4,2,1,1,2,3,5,1,5,2,2,1,4,5,2,2,3,4,4,3,2,1,2,4,3,3,1,3,5,4,2,3,4,1,5,4,6,1,1,6,2,5,6,2,7,4,5,7,7
1,29,Male,University,Española,Atheist,2,1,1,2,5,1,1,5,1,2,1,5,1,3,1,1,2,1,2,1,3,1,1,1,4,5,1,5,1,1,1,5,5,4,5,5,2,4,2,4,1,1,3,4,2,1,3,5,5,2,2,5,2,4,3,6,1,3,5,1,6,6,6,7,3,5,7,7
1,33,Male,Pre-University,Española,Atheist,1,1,1,2,5,1,1,5,1,2,1,5,1,3,1,1,3,1,1,1,1,1,3,1,4,4,1,5,1,1,1,3,5,4,5,5,4,4,3,4,3,1,4,2,1,1,2,1,2,4,4,1,6,5,4,3,6,3,4,1,5,7,4,7,4,5,4,5
1,21,Male,University,Española,Atheist,1,1,1,3,5,3,1,5,1,1,2,5,1,3,1,1,3,1,3,1,1,1,2,1,5,5,1,5,1,1,1,5,5,5,3,5,4,5,4,4,2,1,4,2,1,1,2,4,4,1,2,2,5,5,5,6,1,1,6,2,4,6,2,7,4,5,6,7
1,47,Male,University,Española,Atheist,8,1,1,3,5,2,1,5,1,1,1,5,1,3,1,2,1,1,2,1,1,1,3,2,5,5,1,5,2,3,1,5,5,4,5,4,4,4,4,4,5,2,3,1,4,3,2,5,3,3,3,5,2,1,2,5,1,1,5,1,7,7,7,7,3,7,6,6
1,45,Female,University,BRAZILIAN,Atheist,2,2,2,1,1,4,4,2,1,1,1,5,2,4,4,1,3,5,3,1,1,2,1,1,2,5,1,3,2,5,2,3,4,5,5,5,1,4,2,3,4,1,3,4,1,1,3,4,4,2,2,5,2,4,2,5,4,2,5,1,4,7,1,6,2,6,4,4
1,33,Female,University,España,Atheist,1,1,4,3,5,1,3,4,1,1,1,5,2,4,1,1,2,1,1,1,2,1,3,1,4,4,2,5,1,2,1,4,5,4,4,4,4,4,3,3,3,1,4,4,2,2,4,4,4,4,3,3,3,4,4,5,4,2,5,2,6,6,4,6,3,5,3,4
1,27,Male,University,Española,Atheist,3,1,1,1,5,3,1,4,1,1,1,5,1,3,1,1,3,1,2,1,3,1,1,1,5,5,1,5,1,1,1,1,3,1,3,1,2,3,1,2,1,1,2,3,1,1,2,3,4,1,1,3,5,4,4,5,1,1,5,2,5,4,4,7,4,6,6,6
1,34,Male,University,Española,Atheist,4,1,1,1,5,1,1,1,1,2,1,5,1,3,1,1,1,1,1,1,2,1,1,1,4,5,1,5,2,1,1,5,5,5,5,5,3,4,5,4,3,3,3,1,2,3,2,4,2,4,4,2,3,3,4,3,6,2,5,1,6,6,3,7,3,6,7,7
2,41,Male,Pre-University,Española,Atheist,4,4,4,3,5,4,1,2,1,4,1,2,1,5,2,1,4,1,2,4,2,1,4,2,2,5,1,5,2,4,1,4,4,4,4,3,3,3,4,4,3,1,3,3,3,3,3,3,3,5,2,3,5,5,4,4,4,2,5,6,5,6,3,6,3,6,3,6
1,38,Female,University,Española,Atheist,3,1,1,1,5,2,2,5,1,3,1,5,2,4,2,1,3,1,2,1,3,1,1,3,3,4,1,5,1,4,1,4,5,3,3,5,4,4,3,4,4,3,2,3,3,2,3,3,2,2,4,2,3,4,5,5,2,3,4,3,5,5,4,6,3,5,4,6
1,31,Male,University,Español,Atheist,4,3,1,3,5,2,1,4,1,1,1,4,1,4,1,1,2,1,3,1,1,1,1,1,5,4,1,5,1,1,1,5,5,5,5,5,4,5,3,4,4,2,3,2,4,2,3,4,5,2,1,5,1,5,1,5,1,1,6,1,6,6,2,7,3,5,6,7
1,45,Female,Pre-University,Española,Atheist,2,1,1,3,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,4,1,1,1,5,5,1,5,1,3,1,4,5,4,5,5,1,4,4,1,3,4,4,2,1,2,4,3,3,2,3,5,2,3,3,5,2,2,5,1,7,7,1,7,1,7,7,7
1,34,Male,University,Español,Atheist,6,2,2,1,5,1,2,5,1,4,3,5,1,3,2,1,4,1,3,1,2,1,2,2,5,5,1,5,1,2,1,5,4,3,5,4,3,4,3,4,3,2,4,3,3,2,2,3,5,2,2,2,2,3,5,2,2,3,2,2,6,6,5,7,3,5,6,5
1,26,Female,University,Española,Atheist,1,1,1,1,5,1,1,5,1,2,1,5,1,5,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,2,1,5,5,5,5,5,4,5,4,4,4,1,2,1,4,1,2,2,1,3,6,1,5,4,6,2,1,6,5,1,7,4,4,7,5,4,7,7
1,41,Male,University,espanola,Atheist,5,3,3,3,2,2,2,2,2,2,4,1,5,4,3,4,1,1,2,1,4,2,1,1,3,4,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,4,1,1,4,4,1,3,1,2,2,5,6,4,4,4,1,2,3,4,4,4,4,4,4,4,4,4
1,40,Male,Pre-University,Española,Atheist,2,4,3,1,5,2,2,3,1,3,2,5,2,4,1,1,3,1,3,1,3,1,2,2,4,4,1,5,2,4,1,5,4,4,4,4,5,5,4,3,4,1,4,2,2,1,3,5,5,2,2,5,3,6,2,5,2,2,5,3,6,6,2,6,3,5,5,5
1,35,Male,Pre-University,española,Atheist,4,5,4,3,5,1,1,4,1,1,3,4,1,3,1,1,3,1,1,1,1,1,1,1,3,3,3,5,3,3,1,4,4,3,4,4,3,4,3,4,4,1,3,2,2,1,2,2,2,2,5,2,5,4,5,2,2,2,5,1,5,5,3,6,4,5,6,5
1,49,Female,University,Española,Atheist,3,4,2,4,5,2,2,3,1,4,1,5,2,4,2,1,3,1,2,2,1,2,3,1,4,5,2,4,2,2,1,4,4,4,4,4,4,4,4,4,4,2,3,2,1,1,2,4,4,3,2,3,2,5,4,4,2,2,5,2,6,6,2,6,3,6,2,6
1,26,Female,University,Española,Agnostic,3,1,1,1,5,1,1,5,1,1,1,5,1,3,1,1,2,1,1,1,1,1,1,1,5,5,1,5,3,1,1,5,5,4,5,5,3,5,4,4,3,1,4,4,3,1,3,5,3,2,2,4,5,5,3,6,4,2,6,2,6,6,4,7,3,4,6,4
2,34,Male,Pre-University,Española,Atheist,3,1,3,3,5,1,1,4,1,3,4,5,1,4,1,1,3,1,1,1,3,1,1,1,2,5,1,5,1,4,1,4,4,3,3,4,2,4,3,2,1,2,2,1,3,2,3,4,3,3,4,3,5,4,4,4,2,2,5,3,3,4,4,4,4,3,6,6
1,36,Male,University,Española,Atheist,3,2,3,2,5,2,1,4,1,2,1,4,1,3,1,1,1,1,2,1,3,1,2,1,4,4,1,5,2,2,1,4,4,4,4,4,1,3,1,2,1,2,1,2,3,3,2,4,4,2,3,3,2,2,4,3,1,1,5,3,4,4,3,6,4,4,5,3
2,42,Female,University,España ,Atheist,4,1,1,1,5,1,1,5,1,1,1,5,1,4,1,1,1,1,1,1,2,1,1,1,5,5,1,5,1,2,1,4,5,2,5,5,1,4,1,2,1,2,3,1,3,2,1,3,1,2,3,2,3,4,4,2,3,2,5,3,4,4,4,7,5,4,6,5
1,40,Male,Pre-University,Española,Atheist,3,5,1,3,5,2,1,5,1,1,5,5,1,4,1,1,2,5,2,1,1,1,1,1,5,2,1,5,1,2,1,5,4,5,5,5,1,5,5,5,1,1,4,1,4,1,3,6,1,1,2,5,1,1,6,1,1,5,4,1,7,7,1,7,1,7,1,7
1,35,Male,University,Español,Atheist,4,4,3,3,2,3,3,3,2,2,2,4,3,3,3,2,3,4,3,1,3,1,2,2,3,4,4,3,3,3,2,3,3,4,3,3,3,3,3,3,3,2,2,1,3,2,2,3,4,4,3,4,4,3,2,5,3,2,5,2,5,7,2,6,4,6,5,7
1,48,Male,Pre-University,mexicana,Atheist,8,1,3,1,5,1,1,5,1,1,1,5,1,3,2,1,3,1,2,1,1,1,1,1,4,5,1,5,1,3,1,1,1,2,1,1,1,1,2,1,3,1,4,2,1,1,3,5,6,3,1,1,5,5,6,4,2,6,1,1,7,7,1,7,2,7,7,7
1,34,Male,University,argentino,Atheist,6,4,4,2,1,3,3,1,1,1,1,4,1,4,4,4,4,1,4,1,4,2,2,5,3,5,2,5,4,4,1,4,4,2,4,3,4,4,2,4,3,2,2,1,3,3,2,3,3,4,2,1,5,4,6,4,1,1,5,5,6,3,6,6,5,3,3,2
1,37,Male,University,Argentino,Atheist,4,1,1,2,5,1,1,3,1,2,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,1,1,1,3,4,1,6,5,1,1,1,1,6,6,5,1,1,6,1,7,7,1,7,1,7,7,7
1,44,Male,University,Española,Atheist,3,1,1,1,5,1,1,3,1,3,1,5,1,4,1,2,1,4,2,1,1,1,3,1,3,5,1,1,1,3,1,3,4,1,3,5,2,4,2,3,1,1,1,1,4,4,1,3,2,2,5,3,2,4,4,3,4,1,5,2,5,6,4,7,4,4,4,6
1,23,Male,Pre-University,Venezolana,Religious,5,5,4,5,3,4,2,3,1,2,1,4,1,2,4,1,3,5,3,1,1,3,3,2,3,4,1,4,5,2,2,4,2,4,2,4,2,2,2,4,2,1,2,3,2,2,3,4,5,1,1,2,2,6,4,5,1,1,6,5,4,4,5,6,3,3,1,1
1,49,Male,University,Española,Atheist,3,1,2,1,5,3,1,5,1,4,1,5,1,3,2,1,3,1,3,1,1,2,1,1,4,4,1,5,2,4,1,4,5,4,4,5,3,4,4,4,3,1,1,1,3,3,1,4,4,5,4,1,1,1,5,1,1,1,1,2,6,6,2,6,2,6,6,6
1,28,Male,University,Española,Atheist,2,3,4,3,5,1,1,4,1,2,3,5,1,4,1,1,1,1,2,1,3,1,1,1,5,4,2,5,1,1,1,4,5,4,4,5,5,4,3,4,4,3,2,2,4,1,3,2,2,5,4,2,1,4,4,4,3,2,5,1,7,7,1,7,3,6,7,7
1,42,Male,University,chilena,Atheist,1,1,2,1,5,1,1,5,1,1,1,4,1,1,1,2,1,2,1,1,1,1,2,1,4,5,1,4,1,3,1,4,4,4,4,4,1,4,3,4,2,2,2,2,3,3,1,3,2,2,2,3,1,4,3,2,2,1,4,1,7,7,1,7,3,5,7,5
1,47,Male,University,Española,Atheist,3,3,4,1,1,2,3,3,1,4,1,5,1,4,1,1,3,5,3,1,2,1,4,1,4,5,2,1,3,5,1,4,5,4,4,5,4,5,4,4,4,1,3,1,1,2,3,5,5,2,2,3,2,4,4,5,4,3,5,2,6,6,1,7,3,6,7,5
1,37,Male,Pre-University,Española,Agnostic,4,1,1,3,5,3,1,4,1,1,1,5,2,3,1,1,3,1,3,3,1,1,3,2,3,5,1,5,1,3,1,4,5,4,4,5,5,5,5,4,5,2,2,2,3,2,3,3,3,3,4,4,5,2,4,6,2,2,6,1,7,7,2,7,3,6,7,6
